Player Name Position,Transfer Value,Transfer Date
bosingwa Defender - Right-Back,4500000,04/10/2004
bosingwa Defender - Right-Back,4950000,15/02/2005
bosingwa Defender - Right-Back,3600000,28/10/2005
bosingwa Defender - Right-Back,4140000,17/10/2006
bosingwa Defender - Right-Back,6300000,20/09/2007
bosingwa Defender - Right-Back,7200000,18/02/2008
bosingwa Defender - Right-Back,9000000,16/05/2008
bosingwa Defender - Right-Back,15300000,04/07/2008
bosingwa Defender - Right-Back,18450000,23/02/2009
bosingwa Defender - Right-Back,19350000,29/06/2009
bosingwa Defender - Right-Back,18000000,25/01/2010
bosingwa Defender - Right-Back,18000000,13/08/2010
bosingwa Defender - Right-Back,15300000,01/02/2011
bosingwa Defender - Right-Back,9900000,08/08/2011
bosingwa Defender - Right-Back,5850000,06/02/2012
bosingwa Defender - Right-Back,4500000,24/06/2012
bosingwa Defender - Right-Back,2700000,28/01/2013
bosingwa Defender - Right-Back,2700000,02/07/2013
bosingwa Defender - Right-Back,2700000,27/01/2014
bosingwa Defender - Right-Back,2700000,23/07/2014
bosingwa Defender - Right-Back,2700000,26/01/2015
bosingwa Defender - Right-Back,1800000,25/06/2015
bosingwa Defender - Right-Back,1080000,19/01/2016
bosingwa Defender - Right-Back,0,01/07/2016
henrique hilario Goalkeeper,45000,04/10/2004
henrique hilario Goalkeeper,450000,09/06/2005
henrique hilario Goalkeeper,900000,31/12/2006
henrique hilario Goalkeeper,936000,25/04/2007
henrique hilario Goalkeeper,900000,27/04/2007
henrique hilario Goalkeeper,675000,23/02/2009
henrique hilario Goalkeeper,450000,13/08/2010
henrique hilario Goalkeeper,450000,01/02/2011
henrique hilario Goalkeeper,450000,08/08/2011
henrique hilario Goalkeeper,450000,06/02/2012
henrique hilario Goalkeeper,450000,24/06/2012
henrique hilario Goalkeeper,450000,28/01/2013
henrique hilario Goalkeeper,225000,02/07/2013
henrique hilario Goalkeeper,225000,15/01/2014
henrique hilario Goalkeeper,0,01/07/2014
michael essien Midfielder - Defensive Midfield,10800000,04/10/2004
michael essien Midfielder - Defensive Midfield,18000000,12/01/2005
michael essien Midfielder - Defensive Midfield,20700000,21/03/2005
michael essien Midfielder - Defensive Midfield,34200000,22/08/2005
michael essien Midfielder - Defensive Midfield,32850000,17/10/2005
michael essien Midfielder - Defensive Midfield,25200000,14/06/2006
michael essien Midfielder - Defensive Midfield,21150000,25/04/2007
michael essien Midfielder - Defensive Midfield,25650000,01/09/2007
michael essien Midfielder - Defensive Midfield,27000000,04/02/2008
michael essien Midfielder - Defensive Midfield,29250000,04/07/2008
michael essien Midfielder - Defensive Midfield,29700000,23/02/2009
michael essien Midfielder - Defensive Midfield,31500000,29/06/2009
michael essien Midfielder - Defensive Midfield,34200000,25/01/2010
michael essien Midfielder - Defensive Midfield,34200000,13/08/2010
michael essien Midfielder - Defensive Midfield,32400000,01/02/2011
michael essien Midfielder - Defensive Midfield,30600000,08/08/2011
michael essien Midfielder - Defensive Midfield,29700000,06/02/2012
michael essien Midfielder - Defensive Midfield,21600000,24/06/2012
michael essien Midfielder - Defensive Midfield,21600000,02/09/2012
michael essien Midfielder - Defensive Midfield,14400000,10/01/2013
michael essien Midfielder - Defensive Midfield,9000000,12/06/2013
michael essien Midfielder - Defensive Midfield,6750000,15/01/2014
michael essien Midfielder - Defensive Midfield,4500000,31/03/2014
michael essien Midfielder - Defensive Midfield,2250000,11/07/2014
michael essien Midfielder - Defensive Midfield,900000,07/01/2015
michael essien Midfielder - Defensive Midfield,540000,01/07/2015
michael essien Midfielder - Defensive Midfield,900000,27/09/2015
michael essien Midfielder - Defensive Midfield,720000,21/06/2016
michael essien Midfielder - Defensive Midfield,450000,31/05/2017
michael essien Midfielder - Defensive Midfield,360000,25/05/2019
michael essien Midfielder - Defensive Midfield,225000,27/12/2019
michael essien Midfielder - Defensive Midfield,180000,29/06/2020
nathaniel chalobah Midfielder - Defensive Midfield,1800000,02/03/2013
nathaniel chalobah Midfielder - Defensive Midfield,3600000,22/07/2013
nathaniel chalobah Midfielder - Defensive Midfield,3600000,08/01/2014
nathaniel chalobah Midfielder - Defensive Midfield,3600000,24/02/2015
nathaniel chalobah Midfielder - Defensive Midfield,3600000,01/07/2015
nathaniel chalobah Midfielder - Defensive Midfield,3150000,04/01/2016
nathaniel chalobah Midfielder - Defensive Midfield,2970000,01/08/2016
nathaniel chalobah Midfielder - Defensive Midfield,3600000,20/02/2017
nathaniel chalobah Midfielder - Defensive Midfield,4500000,28/06/2017
nathaniel chalobah Midfielder - Defensive Midfield,4500000,02/01/2018
nathaniel chalobah Midfielder - Defensive Midfield,4500000,28/05/2018
nathaniel chalobah Midfielder - Defensive Midfield,6300000,19/12/2018
nathaniel chalobah Midfielder - Defensive Midfield,6300000,13/06/2019
nathaniel chalobah Midfielder - Defensive Midfield,5400000,10/12/2019
nathaniel chalobah Midfielder - Defensive Midfield,4320000,08/04/2020
romelu lukaku Forward - Centre-Forward,360000,27/05/2009
romelu lukaku Forward - Centre-Forward,1800000,29/09/2009
romelu lukaku Forward - Centre-Forward,4500000,07/12/2009
romelu lukaku Forward - Centre-Forward,9000000,26/02/2010
romelu lukaku Forward - Centre-Forward,12600000,28/12/2010
romelu lukaku Forward - Centre-Forward,13500000,28/06/2011
romelu lukaku Forward - Centre-Forward,13500000,06/02/2012
romelu lukaku Forward - Centre-Forward,12600000,24/06/2012
romelu lukaku Forward - Centre-Forward,17100000,28/01/2013
romelu lukaku Forward - Centre-Forward,21600000,02/07/2013
romelu lukaku Forward - Centre-Forward,22500000,15/01/2014
romelu lukaku Forward - Centre-Forward,27000000,12/08/2014
romelu lukaku Forward - Centre-Forward,27000000,12/02/2015
romelu lukaku Forward - Centre-Forward,25200000,01/07/2015
romelu lukaku Forward - Centre-Forward,31500000,09/02/2016
romelu lukaku Forward - Centre-Forward,36000000,01/06/2016
romelu lukaku Forward - Centre-Forward,36000000,01/08/2016
romelu lukaku Forward - Centre-Forward,45000000,20/02/2017
romelu lukaku Forward - Centre-Forward,45000000,28/06/2017
romelu lukaku Forward - Centre-Forward,54000000,16/08/2017
romelu lukaku Forward - Centre-Forward,63000000,23/10/2017
romelu lukaku Forward - Centre-Forward,76500000,02/01/2018
romelu lukaku Forward - Centre-Forward,81000000,28/05/2018
romelu lukaku Forward - Centre-Forward,90000000,16/07/2018
romelu lukaku Forward - Centre-Forward,76500000,19/12/2018
romelu lukaku Forward - Centre-Forward,67500000,13/06/2019
romelu lukaku Forward - Centre-Forward,67500000,12/12/2019
romelu lukaku Forward - Centre-Forward,76500000,03/03/2020
romelu lukaku Forward - Centre-Forward,61200000,08/04/2020
romelu lukaku Forward - Centre-Forward,76500000,25/08/2020
fernando torres Forward - Centre-Forward,14850000,04/10/2004
fernando torres Forward - Centre-Forward,22500000,29/11/2004
fernando torres Forward - Centre-Forward,27000000,21/06/2007
fernando torres Forward - Centre-Forward,31500000,02/08/2007
fernando torres Forward - Centre-Forward,36000000,04/07/2008
fernando torres Forward - Centre-Forward,38700000,23/02/2009
fernando torres Forward - Centre-Forward,40500000,29/06/2009
fernando torres Forward - Centre-Forward,45000000,25/01/2010
fernando torres Forward - Centre-Forward,45000000,13/08/2010
fernando torres Forward - Centre-Forward,41400000,01/02/2011
fernando torres Forward - Centre-Forward,37800000,08/08/2011
fernando torres Forward - Centre-Forward,31500000,06/02/2012
fernando torres Forward - Centre-Forward,31500000,24/06/2012
fernando torres Forward - Centre-Forward,25200000,28/01/2013
fernando torres Forward - Centre-Forward,20700000,02/07/2013
fernando torres Forward - Centre-Forward,17100000,15/01/2014
fernando torres Forward - Centre-Forward,10800000,12/08/2014
fernando torres Forward - Centre-Forward,6300000,08/11/2014
fernando torres Forward - Centre-Forward,6300000,23/01/2015
fernando torres Forward - Centre-Forward,6300000,01/07/2015
fernando torres Forward - Centre-Forward,6300000,22/02/2016
fernando torres Forward - Centre-Forward,9000000,15/07/2016
fernando torres Forward - Centre-Forward,5400000,24/01/2017
fernando torres Forward - Centre-Forward,3600000,05/06/2017
fernando torres Forward - Centre-Forward,3600000,01/01/2018
fernando torres Forward - Centre-Forward,3600000,30/05/2018
fernando torres Forward - Centre-Forward,3150000,05/01/2019
fernando torres Forward - Centre-Forward,2250000,27/06/2019
fernando torres Forward - Centre-Forward,0,26/08/2019
john mikel obi Midfielder - Defensive Midfield,10440000,25/04/2007
john mikel obi Midfielder - Defensive Midfield,10350000,01/09/2007
john mikel obi Midfielder - Defensive Midfield,11250000,04/02/2008
john mikel obi Midfielder - Defensive Midfield,10800000,04/07/2008
john mikel obi Midfielder - Defensive Midfield,14400000,23/02/2009
john mikel obi Midfielder - Defensive Midfield,15750000,29/06/2009
john mikel obi Midfielder - Defensive Midfield,15300000,25/01/2010
john mikel obi Midfielder - Defensive Midfield,15300000,13/08/2010
john mikel obi Midfielder - Defensive Midfield,18000000,01/02/2011
john mikel obi Midfielder - Defensive Midfield,18000000,08/08/2011
john mikel obi Midfielder - Defensive Midfield,18000000,06/02/2012
john mikel obi Midfielder - Defensive Midfield,17100000,24/06/2012
john mikel obi Midfielder - Defensive Midfield,20700000,28/01/2013
john mikel obi Midfielder - Defensive Midfield,19800000,02/07/2013
john mikel obi Midfielder - Defensive Midfield,18000000,15/01/2014
john mikel obi Midfielder - Defensive Midfield,13500000,12/08/2014
john mikel obi Midfielder - Defensive Midfield,11700000,12/02/2015
john mikel obi Midfielder - Defensive Midfield,9000000,01/07/2015
john mikel obi Midfielder - Defensive Midfield,9000000,09/02/2016
john mikel obi Midfielder - Defensive Midfield,9900000,01/08/2016
john mikel obi Midfielder - Defensive Midfield,7200000,05/03/2017
john mikel obi Midfielder - Defensive Midfield,5400000,19/06/2017
john mikel obi Midfielder - Defensive Midfield,3600000,01/12/2017
john mikel obi Midfielder - Defensive Midfield,4950000,05/06/2018
john mikel obi Midfielder - Defensive Midfield,3150000,09/12/2018
john mikel obi Midfielder - Defensive Midfield,1800000,28/06/2019
john mikel obi Midfielder - Defensive Midfield,1350000,03/01/2020
john mikel obi Midfielder - Defensive Midfield,1080000,08/04/2020
oriol romeu Midfielder - Defensive Midfield,1800000,20/08/2010
oriol romeu Midfielder - Defensive Midfield,2250000,09/12/2010
oriol romeu Midfielder - Defensive Midfield,2250000,04/02/2011
oriol romeu Midfielder - Defensive Midfield,4500000,12/08/2011
oriol romeu Midfielder - Defensive Midfield,8550000,06/02/2012
oriol romeu Midfielder - Defensive Midfield,7200000,24/06/2012
oriol romeu Midfielder - Defensive Midfield,6750000,28/01/2013
oriol romeu Midfielder - Defensive Midfield,6750000,02/07/2013
oriol romeu Midfielder - Defensive Midfield,6300000,25/07/2013
oriol romeu Midfielder - Defensive Midfield,6300000,23/01/2014
oriol romeu Midfielder - Defensive Midfield,4050000,21/08/2014
oriol romeu Midfielder - Defensive Midfield,4050000,04/02/2015
oriol romeu Midfielder - Defensive Midfield,3150000,29/03/2015
oriol romeu Midfielder - Defensive Midfield,2250000,01/07/2015
oriol romeu Midfielder - Defensive Midfield,4500000,14/10/2015
oriol romeu Midfielder - Defensive Midfield,4500000,09/02/2016
oriol romeu Midfielder - Defensive Midfield,4500000,01/08/2016
oriol romeu Midfielder - Defensive Midfield,6300000,20/02/2017
oriol romeu Midfielder - Defensive Midfield,9000000,28/06/2017
oriol romeu Midfielder - Defensive Midfield,10800000,02/01/2018
oriol romeu Midfielder - Defensive Midfield,10800000,28/05/2018
oriol romeu Midfielder - Defensive Midfield,10800000,19/12/2018
oriol romeu Midfielder - Defensive Midfield,9000000,13/06/2019
oriol romeu Midfielder - Defensive Midfield,9000000,10/12/2019
oriol romeu Midfielder - Defensive Midfield,7200000,08/04/2020
oriol romeu Midfielder - Defensive Midfield,7200000,13/10/2020
sam hutchinson Midfielder - Defensive Midfield,45000,29/12/2006
sam hutchinson Midfielder - Defensive Midfield,50220,25/04/2007
sam hutchinson Midfielder - Defensive Midfield,50400,27/04/2007
sam hutchinson Midfielder - Defensive Midfield,45000,21/05/2007
sam hutchinson Midfielder - Defensive Midfield,0,20/08/2010
sam hutchinson Midfielder - Defensive Midfield,67500,04/01/2013
sam hutchinson Midfielder - Defensive Midfield,135000,02/03/2013
sam hutchinson Midfielder - Defensive Midfield,180000,24/02/2015
sam hutchinson Midfielder - Defensive Midfield,225000,24/09/2015
sam hutchinson Midfielder - Defensive Midfield,360000,20/04/2016
sam hutchinson Midfielder - Defensive Midfield,450000,01/09/2016
sam hutchinson Midfielder - Defensive Midfield,1800000,27/02/2017
sam hutchinson Midfielder - Defensive Midfield,1800000,18/09/2017
sam hutchinson Midfielder - Defensive Midfield,1800000,24/09/2018
sam hutchinson Midfielder - Defensive Midfield,1800000,28/06/2019
sam hutchinson Midfielder - Defensive Midfield,1800000,27/02/2020
sam hutchinson Midfielder - Defensive Midfield,1440000,08/04/2020
sam hutchinson Midfielder - Defensive Midfield,720000,06/10/2020
raul meireles Midfielder - Central Midfield,720000,04/10/2004
raul meireles Midfielder - Central Midfield,1080000,15/02/2005
raul meireles Midfielder - Central Midfield,2700000,28/10/2005
raul meireles Midfielder - Central Midfield,3600000,17/10/2006
raul meireles Midfielder - Central Midfield,4950000,20/09/2007
raul meireles Midfielder - Central Midfield,5400000,20/05/2008
raul meireles Midfielder - Central Midfield,6300000,18/09/2008
raul meireles Midfielder - Central Midfield,9450000,02/07/2009
raul meireles Midfielder - Central Midfield,9900000,14/07/2010
raul meireles Midfielder - Central Midfield,11700000,01/02/2011
raul meireles Midfielder - Central Midfield,14400000,08/08/2011
raul meireles Midfielder - Central Midfield,12600000,06/02/2012
raul meireles Midfielder - Central Midfield,13500000,24/06/2012
raul meireles Midfielder - Central Midfield,12600000,06/01/2013
raul meireles Midfielder - Central Midfield,10800000,15/06/2013
raul meireles Midfielder - Central Midfield,9000000,27/01/2014
raul meireles Midfielder - Central Midfield,7650000,11/08/2014
raul meireles Midfielder - Central Midfield,6075000,26/01/2015
raul meireles Midfielder - Central Midfield,4500000,25/06/2015
raul meireles Midfielder - Central Midfield,2475000,18/01/2016
raul meireles Midfielder - Central Midfield,0,01/07/2016
ramires Midfielder - Central Midfield,1350000,04/10/2007
ramires Midfielder - Central Midfield,2250000,08/02/2008
ramires Midfielder - Central Midfield,3150000,26/04/2008
ramires Midfielder - Central Midfield,4500000,20/06/2008
ramires Midfielder - Central Midfield,5400000,06/08/2008
ramires Midfielder - Central Midfield,6750000,12/12/2008
ramires Midfielder - Central Midfield,7200000,27/06/2009
ramires Midfielder - Central Midfield,8100000,03/02/2010
ramires Midfielder - Central Midfield,9450000,13/07/2010
ramires Midfielder - Central Midfield,12600000,13/08/2010
ramires Midfielder - Central Midfield,12600000,01/02/2011
ramires Midfielder - Central Midfield,17100000,08/08/2011
ramires Midfielder - Central Midfield,22500000,06/02/2012
ramires Midfielder - Central Midfield,27000000,24/06/2012
ramires Midfielder - Central Midfield,24300000,28/01/2013
ramires Midfielder - Central Midfield,24300000,02/07/2013
ramires Midfielder - Central Midfield,27000000,15/01/2014
ramires Midfielder - Central Midfield,25200000,12/08/2014
ramires Midfielder - Central Midfield,22500000,12/02/2015
ramires Midfielder - Central Midfield,22500000,01/07/2015
ramires Midfielder - Central Midfield,13500000,27/02/2016
ramires Midfielder - Central Midfield,13500000,20/06/2016
ramires Midfielder - Central Midfield,12600000,20/11/2016
ramires Midfielder - Central Midfield,12600000,05/03/2017
